index,Date,Linea_1_R,Linea_1_S,Linea_1_T,Linea_2_R,Linea_2_S,Linea_2_T,Linea_3_R,Linea_3_S,Linea_3_T,Linea_4_R,Linea_4_S,Linea_4_T,Linea_5_R,Linea_5_S,Linea_5_T,Linea_6_R,Linea_6_S,Linea_6_T,Linea_7_R,Linea_7_S,Linea_7_T,Linea_8_R,Linea_8_S,Linea_8_T
162,2020-02-07 18:00:00,3389.4160890823923,857.7675303367151,2629.3726081912114,946.31849759492,422.1696411768781,4101.890219903431,3074.587953608544,1283.6709444238263,1381.0617462663397,9075.469411356187,4647.247348489843,3383.4544848651053,2288.628647190706,5598.327506443061,2134.902467228666,400.5377472299104,1465.263032698938,422.3306595731109,1272.19134550217,1600.835158156199,532.9966799552744,1055.4474238703924,1418.916951662826,154.98332649028967
163,2020-02-07 19:00:00,3147.366771153763,1317.3564387123674,2501.354658213045,834.3790786915022,384.0607422620282,4450.867638109311,2859.277419809791,2414.6747852751646,1082.5964931995636,10243.98660523651,4499.688979355466,3296.830626299882,2921.9958424511483,4958.454545004252,1389.470162969533,515.5854857334218,2489.833502712859,534.0323601034281,1265.1255449866671,1295.398372365628,432.3348149482033,840.5027695799032,608.1415455802406,775.4046524128953
164,2020-02-07 20:00:00,3293.226279055137,1544.267285840614,4480.370502567937,941.4933393115554,342.63833068751046,4253.402958770209,2895.7413443362257,2307.0547987464697,1151.1364215115882,9972.234632353648,4255.5738853811545,4477.752867323487,1415.0284847553785,4725.024985722737,1059.6526109385354,949.5319030567032,1597.2539320108958,1009.6077256025432,1380.547528934371,1400.503226049936,1271.7545725254083,754.4182729145233,1832.6656118184355,1705.754135963891
165,2020-02-07 21:00:00,3328.955784873442,1704.409777107573,4583.823094811496,1224.383854027045,645.0571428322469,4514.129434596904,2731.859085969035,1267.3545567057918,1077.457889111851,7750.012855820734,4434.727141004002,2533.040292433749,828.7815180865841,4753.224784426862,925.3039827259582,726.8157619726852,1248.294711292486,725.7080238100199,1655.556209748402,1278.4579408887926,1233.3124037332368,404.70550960332105,1555.7748948964208,1459.7966243458652
166,2020-02-07 22:00:00,3404.41316336724,1919.0563020729187,3519.1962869156946,897.2109125015496,582.9382155839737,4119.620712398527,3065.98507154504,1333.972944048946,997.021436947113,6730.8853145225,4637.30919574062,3059.999144293421,1399.7910683293217,5194.896202034442,1042.7763400872122,517.2856621156299,780.0716983417987,548.5585004352508,2354.444004664713,1535.5430127328398,407.2861071274016,514.0172462288473,1915.3288311292856,1505.1074305365748
167,2020-02-07 23:00:00,3236.0927947831537,1689.074266928417,3130.8521831802664,534.3010085396513,336.98502937855187,3809.399041454742,1576.709252330974,1426.2751100578394,891.7094750082995,6250.469238095225,3490.026273207088,3584.38004695947,1556.528052297797,3836.127336707519,1133.2349156813746,818.146088309079,2208.8527184760183,745.3613310702027,2005.9123319494493,1491.492191018781,783.9206010577049,463.9468906402441,2024.9788377498048,1341.723739700736
168,2020-02-08 00:00:00,2665.369111397696,1092.466498385054,2378.242434253585,1042.0779344911632,731.950785963287,4237.450614202812,713.6817423780043,1217.130701414675,750.0612265701906,6062.253918639857,3361.117996320184,2252.229203087803,2377.9088369617707,3873.059070084543,775.8758241071796,940.242639093502,3349.20964187017,847.1071072460813,2106.341021645369,697.8843802646621,482.2319445630904,550.6494619018861,443.3815247582495,278.7023418301188
169,2020-02-08 01:00:00,1973.574674332844,875.1425786468928,2396.602884804713,812.1979452031877,609.4861873545784,2432.70708918556,476.6578597043122,2181.362762257132,815.9007231434534,4890.70548136899,3234.5089131543987,1688.2127724576935,2486.0514107240533,3460.171481235091,1037.5449916534253,392.40709228902944,1173.6007236525452,392.7082467419594,1141.3967449446002,463.7781238700261,343.93685714121807,457.3364136533991,566.7446817978438,161.64482490566957
170,2020-02-08 02:00:00,1309.960771420123,676.7828419115478,1583.96425828232,473.8802164049145,339.47095398351865,2061.1660487343893,571.4579474926963,1719.5274203571737,755.0485098192653,4629.603835125898,2766.0685938500924,1431.5499172377936,1402.3288224231103,4019.383827476851,1324.2733640714828,488.9147834866576,871.0278536259674,478.2754270756531,651.2091356270247,534.6167156079875,236.12577147654773,104.75503997933244,491.530588914583,153.88341876390595
171,2020-02-08 03:00:00,1423.2899911459374,658.7324177239249,1610.6501349046348,338.14271274387426,166.39046735172292,1867.490112170836,266.62596737027536,703.7292090480706,536.066352620227,4642.39596848804,2949.172367521797,1480.1706837910135,1461.8862631755503,4161.6906031147055,1415.7029875645196,363.462557899429,614.9897157247225,408.97641110850486,354.0981211328228,560.1306050927669,241.6372205257871,92.44986495590724,304.55240276057464,90.40430947052292
172,2020-02-08 04:00:00,1112.5548545923543,514.5783406033624,1503.1399442610343,247.62292191425635,108.64289448324632,1769.5808742250715,358.03220905194604,396.5416148706717,571.7754966455824,5516.079752204414,1334.291121536458,1318.1124072002583,1481.786945240082,6331.1874748230375,1436.88696501365,231.00925670285667,472.0060415205853,268.1621681435133,380.0300045833156,369.3563513099305,212.65042350179888,107.2634547531874,651.7507798855397,165.34377125786543
173,2020-02-08 05:00:00,1242.103635861541,575.1259960079879,1516.3905254870735,140.88814889994111,61.735334140056935,590.293156864476,275.94070642256764,350.47890739621016,465.9133301957504,5666.171943009724,410.823185987828,1325.3928863279068,1330.4708793645405,7293.116420010465,1324.4919205739277,226.4735660852052,460.735408497049,260.57219769829817,369.9083251599205,363.6039927537355,210.99495398897363,74.23183403530535,248.44713760928508,134.0146019135784
174,2020-02-08 06:00:00,1425.3313701868788,978.8397422012932,1950.988508860271,239.72315114252564,61.53346319822773,563.2428260716296,247.9153199407244,527.0228687400302,414.8136774019088,6244.339515847481,325.1174560957334,1186.5263964215403,1192.264222590196,6625.629830038474,1156.236078730864,258.75649923973583,520.9265473097313,303.1504999337124,514.8377144142033,353.06681025597953,204.0155128991144,92.95154518713652,294.7771214161712,88.62206202981031
175,2020-02-08 07:00:00,1364.676554428784,693.0545296867123,1708.4866881074129,227.0075821579357,60.71221421855912,697.8452012634408,272.2099774352326,566.347793327854,362.8219659803554,6053.216588351354,448.66437818746897,1175.5016236264928,1000.400732570407,6469.209941714655,998.7320845737784,232.48597475749665,551.0470699487528,272.09187298764925,388.1923478820916,333.091589568542,256.0208711370132,61.18054744949924,243.2254122883252,171.74322853906287
176,2020-02-08 08:00:00,1477.9065625733415,821.4996269783445,2314.823453720352,186.17112972798145,76.35578824861145,943.624160100768,799.4330099651222,511.2955998662224,647.9239852993417,6548.796528151954,984.7812917372806,1306.9220263843167,1403.6154966586632,6201.643621735359,1140.39820014033,621.2515849427161,894.732184326352,652.7549716076204,476.8852969844575,671.9166136956985,285.5055372024852,159.33591920279207,1363.4620339307974,165.14570212538533
177,2020-02-08 09:00:00,1679.469947867777,1010.984337518174,1915.0061062069003,451.14633296846256,109.9571245837288,967.4305949492732,519.4555422606517,1012.1878297218008,1729.952845116923,6397.886878433202,1179.138123492996,1738.0173799386064,1632.6147743645706,7071.043515603464,1257.5562747440597,389.0072410452241,636.7016485602961,477.3519692372,969.6553434263074,1302.2131135224736,2739.638912239336,62.55381159530062,983.9352839460428,60.9792318840228
178,2020-02-08 10:00:00,3696.997793876768,980.0224715084726,2367.390463592545,417.3399494905792,72.95309856361357,609.7314180850411,3240.5743663378453,1291.901689764773,537.0927369470195,8092.495589203119,1952.4782898936369,3248.7515507906287,2637.4998650388425,6765.997244371573,1844.2338721370847,1298.977371756222,1533.280469602391,1375.5148340622802,1513.2397459004928,3016.979672037518,432.0417292704324,583.1918072030646,2645.664242405488,2010.6493922405364
179,2020-02-08 11:00:00,4873.38343762969,1287.3153792917697,2558.621057622885,1188.0752341296202,81.6483197161086,668.7075494259158,4881.222587822579,2894.2875736392457,1303.8404042092018,7371.26334685033,2429.865860568188,2066.952982791302,1954.1124781756296,6966.819648808365,1365.7901087641185,378.91311339436334,913.124905305784,434.31207242352144,2303.146183555716,2358.699415759395,345.6862507744092,864.1680335669546,3365.29835829086,515.4498890386068
180,2020-02-08 12:00:00,4106.266295628021,1688.532017691387,1498.3514532831734,1213.54275086654,414.7105680853789,2371.634264088961,4563.54447906189,4035.076541683572,2637.7587171825903,6002.76441571242,1460.8810924817376,1714.7735487940536,2629.299416336283,4523.792650699757,1170.452494487923,227.0565238246195,2531.072663814603,239.4892928958073,2429.835086341832,3058.4005836833235,159.38330381134563,139.72759833745087,1371.9823744641603,458.6879057712376
181,2020-02-08 13:00:00,4664.463328253311,1179.735912479029,1874.549169495149,1377.4982066491605,169.04377192454882,1522.9644228013549,4541.099804866485,4015.4697426724174,2259.767781874859,7169.530491262372,2602.51595676031,3909.17929851508,3055.2774241504194,4273.080433734447,1719.4774338586296,435.82338268426827,1027.276764894631,388.41584887219193,2295.490889625206,2605.666331414533,194.22247591925247,228.10679911527905,1294.6092460426337,257.93720384908306
182,2020-02-08 14:00:00,2125.308959217736,723.059446049215,3282.641934661692,1357.7119662490838,586.153948211727,2415.3166637041168,3302.006394261555,4253.023924957712,2065.990331393556,5741.757825952052,2545.5269808023368,3617.236881582508,3143.760940664956,5657.191865054165,2280.397640588398,762.4217308976598,1435.5675746178474,771.6604663344841,1299.2198643545937,1635.6120153033175,2428.8237948028127,1199.4638166865598,1667.6628129218975,1296.6612289367542
183,2020-02-08 15:00:00,2537.998279813627,1223.2087167872303,3286.158906135267,939.8919633491604,572.345367051682,3145.196133578083,2844.4559942048554,1488.8497714362463,3300.289437031111,5091.685837328439,4068.2540111961257,3432.757704680091,2282.130814273872,4601.992025834136,1512.7233392861297,398.6715136008677,1026.806454790227,476.91061400376464,2085.999033122687,1798.470299061969,1887.583572989725,487.2635468442376,722.5541631754472,1277.1953302806835
184,2020-02-08 16:00:00,2142.229686062997,947.8465095733072,2855.0153973120323,1073.6752001343712,633.5021739206196,3855.7262918160745,2644.209809985699,2208.520173475095,2032.340520186745,4859.217699932668,5666.476126396857,4245.128571639917,2265.2544409237976,4779.980302410879,1176.956408971865,360.00729737805875,743.8040381230778,425.15005140260087,1689.833932164262,1455.4391606978843,1520.9185849255316,559.5212811090015,1481.9758003506397,1564.0202827770331
185,2020-02-08 17:00:00,2451.4856803056514,923.3424712107204,2203.0611302564525,1169.1814448282514,672.447859396645,3602.3037294855963,2849.776736491237,1591.481522361696,2280.5984927509444,4836.63729636381,6100.514421441567,3873.8261146120585,2384.3407246279444,4454.694457743172,1329.4233070253622,279.5564423984071,817.1339609743881,319.55856326329723,1549.2104139497476,2078.7277445729783,1043.057991126068,498.10868818740175,437.51116978685286,492.35282686424335
186,2020-02-08 18:00:00,2304.111156711197,950.6469400069104,2065.909126633235,1022.8678166060226,589.206380372181,3533.838562269638,2760.442051269204,2398.115657063678,2035.8306801334147,5725.433653663905,7483.699789425532,3442.01308880686,2264.99206944373,5426.6934993021605,1547.6869201355698,357.89422892020286,566.3259702295824,405.9095257557455,1330.7475808997194,2095.4850109492268,473.66728343477575,538.8462078026582,420.9800184044365,1722.8713106131129
187,2020-02-08 19:00:00,2684.022719826241,1007.6486895876996,2094.3166481787653,1147.309317321971,777.1987477201419,3850.404259718959,2783.809617309704,3080.113493801362,948.6626851207355,6409.972814699913,6972.371270432285,2916.6300965109267,2200.80693879397,5468.926676032126,1584.7583631206712,599.674063978772,994.8367128969134,584.0905759185634,1068.7276861350683,1270.5805928269858,332.84778766462074,534.5716381813005,397.4966384274,1695.5862330662248
188,2020-02-08 20:00:00,2745.0996112186654,1168.442420365319,2339.716743303773,1553.6007384062386,939.4852151953488,4230.792413065921,2860.7191290661726,2875.810986968764,946.6655863536198,7696.651771275282,6700.39419916054,3176.457787271953,1968.8524946641987,5511.414947919291,2353.8686964127373,646.8952164737716,1229.4825445480524,644.7612145090322,971.221916465391,1167.4200755845511,391.81820970143457,241.76039227717163,769.7707684255877,1754.0975489085338
189,2020-02-08 21:00:00,3081.5673637797663,1412.8070884416256,3335.749122646333,1788.4573937276682,1054.9007666930474,4743.973095629239,2812.994576467408,2266.3874973974275,822.3585100633536,8000.773637998256,5794.185847957238,5739.492120041808,1846.642918144064,4867.461956884944,1872.3947590144724,332.0386206645671,3654.518331720503,357.27041847022485,1416.6746929768888,1278.1806723627142,957.465604870682,451.3763025458194,2157.9000363410946,2089.8558666349927
190,2020-02-08 22:00:00,3172.3144752565154,1878.3999434126968,3244.124693546358,1026.5457813171824,816.884689786859,4097.08670282861,3261.29594738193,2401.496729656252,1254.1294002691134,8367.639487165074,4003.87753305292,3062.380609085423,1553.8806117815852,4891.358154966717,1291.3803985130178,455.7094840808167,5417.833375094757,511.9117277372503,1816.4880125394743,2163.97230915158,392.8287188486719,650.7321895183417,1838.9636501658747,2129.5594015451243
191,2020-02-08 23:00:00,3975.1530624015377,2204.0234694522665,3505.753842342315,1076.427551711823,994.10493348366,4193.376998287323,1441.585866512555,2177.559974549864,698.6201650706578,8198.977638968674,4234.205004362784,4010.001836662528,2491.780128810094,5829.430162527751,1185.8861647987346,479.7068199797915,3719.1336675984335,580.9298674871969,1516.026787504832,1253.5181210491214,356.351784787216,484.0860444865452,908.1875444259322,1460.0548783298177
192,2020-02-09 00:00:00,3115.0323291884315,1467.465800943932,2566.899627566474,1186.3193655732869,965.0669593738462,3118.596872450544,390.4363074308605,1403.8905062214596,664.6515073618457,5692.376922012959,3960.7801045487936,2350.019804312378,3058.134422886173,8103.589530686334,1684.031766067977,391.2673430958606,3131.5064987396995,441.59738279863006,1922.5481330280952,1997.10696449926,735.8132345124407,208.19136569521504,751.4408529034366,518.6555296545105
193,2020-02-09 01:00:00,2512.5219248866024,774.7482642277203,2002.088997696661,1218.8753253438404,987.3270416632664,1665.1664288184031,592.5451561531261,1262.253383718956,913.8645500597198,4703.091058708428,4270.907440681327,2708.448156150101,1533.5497176583358,7192.7273421735445,1320.8490712069167,510.3745363301488,3011.7585241191155,493.0452666130493,704.4819708903243,1003.7445933784644,393.0166349430125,137.10653605305183,456.80478850052094,230.82309533908423
194,2020-02-09 02:00:00,2120.830012183276,759.5465531532717,1565.8628357319758,705.3291744663281,659.4168344155341,1239.5012470803729,349.90592512268523,1168.212475075686,467.31980602192704,4962.957878131792,4459.696280544293,2030.76599862891,1940.9243846714537,7258.2979388763615,1702.4621204216658,429.1946264541145,953.069901108382,426.9870678845508,596.974152700264,544.7610303702578,326.69478750032806,154.37809815599093,853.1823375964321,164.87626336039293
195,2020-02-09 03:00:00,1194.9646334762915,778.7673342309306,1621.9615228031937,590.0758875901148,478.05503129745625,1073.6030970961456,350.35317784012943,1175.7957981128286,481.22391994626287,5301.155488720766,4029.751053581353,2187.566990607661,1879.8648341958724,7247.183836428912,1692.5819662859678,315.27514682929143,863.2194399500755,368.2961025829908,431.9848573478906,566.7825389058067,211.6008507066425,171.22467885928077,428.3545390143444,233.9886888308228
196,2020-02-09 04:00:00,1251.3180778279673,517.80116739653,1436.8244024270568,548.2224113351862,413.6845328074849,1276.7721998014708,348.66911900660153,1019.8925909670144,586.0719348687564,5466.350628495608,3750.919296458289,1616.1675447640862,1551.406129393722,6369.656905376545,1476.756091665226,236.5786182686849,344.3931178188613,272.0371143757604,357.7409241279039,356.21250272052,184.69718317170071,144.13131606963185,269.97946623024893,123.29873262407746
197,2020-02-09 05:00:00,1230.3362163846111,506.81531753569874,1556.5030666846233,479.69587568289614,387.7973107190522,870.9096541555832,278.09758957767747,318.0405564429805,372.1371773625123,5674.323484635006,840.2303043357974,1215.6457963002672,995.453778357524,5672.6231736658365,955.0047932877216,252.5643230532256,433.5167754000803,295.20850983537883,396.6947782611941,492.9307060348602,277.4054289621194,117.95319539784008,288.2976282770779,218.22081575185013
198,2020-02-09 06:00:00,1280.9215876298751,527.718511113428,1526.059633290146,182.5983475948528,102.40451608299718,696.1313731225143,264.3787868990845,357.2357788214857,348.8472542078036,6965.547201204906,532.7336044012081,1241.7952946233593,346.11713311066035,5628.804530653944,415.0175392266995,241.0266540531524,433.3310671250596,285.0752223796292,432.5161004622054,416.4375904667974,220.1938196669421,69.54362465928467,405.560861778606,98.44387710959592
